envio_id;transportadora_id;filial_origem_id;data_coleta;data_prometida;data_entrega;uf_origem;uf_destino;regiao_destino;distancia_km;peso_kg;valor_declarado;valor_frete;modal;categoria_produto;status;motivo
160;4;4;2024-10-23 19:43:00;2024-10-26;2024-10-26 19:43:00;MG;PR;Sul;651;6.72;288.68;42.79;Rodoviário;Eletrônicos;Entregue;
161;6;6;2024-09-23 13:52:00;2024-09-28;2024-10-04 13:52:00;RS;BA;Nordeste;1591;10.6;1894.33;65.55;Rodoviário;Autopeças;Entregue;Cliente ausente
162;4;11;2024-09-12 20:12:00;2024-09-17;2024-09-17 20:12:00;GO;SE;Nordeste;1859;0.27;36.94;30.62;Rodoviário;Livros;Entregue;
163;5;11;2024-12-21 06:22:00;2024-12-24;2024-12-24 06:22:00;GO;SC;Sul;766;0.26;81.35;20.39;Rodoviário;Livros;Entregue;
164;2;1;2024-10-28 19:50:00;2024-10-30;2024-10-30 19:50:00;SP;SP;Sudeste;33;14.3;214.72;121.3;Rodoaéreo;Ferramentas;Entregue;
165;7;6;2024-08-04 12:22:00;2024-08-06;2024-08-06 12:22:00;RS;RS;Sul;130;0.37;292.93;14.48;Rodoviário;Vestuário;Entregue;
166;1;4;2024-06-07 07:43:00;2024-06-09;2024-06-12 07:43:00;MG;AL;Nordeste;1471;0.41;36.22;79.3;Aéreo;Livros;Entregue;Bloqueio de estrada
167;4;7;2024-02-15 10:34:00;2024-02-20;2024-02-20 10:34:00;SC;CE;Nordeste;1996;1.64;175.8;32.48;Rodoviário;Vestuário;Entregue;
168;5;9;2024-03-05 08:00:00;2024-03-07;2024-03-13 08:00:00;CE;CE;Nordeste;279;1.38;21.31;17.38;Rodoviário;Vestuário;Entregue;Falha na roteirização
169;5;2;2024-07-19 19:02:00;2024-07-24;2024-07-24 19:02:00;SP;MA;Nordeste;1788;2.78;93.61;41.8;Rodoviário;Esportes;Entregue;
170;4;11;2024-12-18 07:28:00;2024-12-23;2024-12-23 07:28:00;GO;PE;Nordeste;1661;0.59;78.67;32.13;Rodoviário;Vestuário;Entregue;
171;5;1;2024-11-24 10:46:00;2024-11-26;2024-11-26 10:46:00;SP;SP;Sudeste;153;1.79;216.57;20.49;Rodoviário;Esportes;Entregue;
172;2;5;2024-10-24 13:57:00;2024-10-27;2024-10-27 13:57:00;PR;SP;Sudeste;479;0.43;75.96;17.97;Rodoviário;Livros;Entregue;
173;1;13;2024-12-30 21:54:00;2025-01-04;2025-01-04 21:54:00;PA;SP;Sudeste;1528;1.42;140.71;31.56;Rodoviário;Beleza;Entregue;
174;4;14;2024-09-13 18:06:00;2024-09-20;2024-09-20 18:06:00;AM;GO;Centro-Oeste;2750;1.15;46.78;39.98;Rodoviário;Alimentos;Entregue;
175;4;1;2024-07-26 17:59:00;2024-07-29;2024-07-29 17:59:00;SP;GO;Centro-Oeste;554;1.2;53.87;23.07;Rodoviário;Beleza;Entregue;
176;1;15;2024-05-19 08:57:00;2024-05-23;2024-05-23 08:57:00;MT;MG;Sudeste;950;0.76;59.68;26.32;Rodoviário;Beleza;Entregue;
177;1;14;2024-10-11 21:25:00;2024-10-16;2024-10-16 21:25:00;AM;RJ;Sudeste;2047;11.01;254.32;65.79;Rodoviário;Ferramentas;Entregue;
178;1;5;2024-12-22 11:20:00;2024-12-27;2024-12-27 11:20:00;PR;CE;Nordeste;1746;8.16;319.17;59.64;Rodoviário;Ferramentas;Entregue;
179;1;6;2024-06-01 06:14:00;2024-06-05;2024-06-05 06:14:00;RS;MG;Sudeste;1064;2.29;254.56;32.83;Rodoviário;Autopeças;Entregue;
180;7;6;2024-04-10 18:45:00;2024-04-13;2024-04-13 18:45:00;RS;PR;Sul;653;1.23;123.81;23.02;Rodoviário;Brinquedos;Entregue;
181;1;2;2024-12-09 20:36:00;2024-12-15;2024-12-15 20:36:00;SP;AM;Norte;2257;5.74;79.02;56.63;Rodoviário;Eletrônicos;Entregue;
182;4;12;2024-12-01 20:25:00;2024-12-07;2024-12-10 20:25:00;DF;CE;Nordeste;2102;4.72;152.56;49.86;Rodoviário;Casa e Cozinha;Entregue;Volume acima da capacidade
183;4;9;2024-06-08 20:34:00;2024-06-13;2024-06-13 20:34:00;CE;RS;Sul;1930;10.53;30.25;59.5;Rodoviário;Casa e Cozinha;Entregue;
184;3;13;2024-11-16 11:55:00;2024-11-18;2024-11-18 11:55:00;PA;ES;Sudeste;1957;20.52;221.02;300.3;Aéreo;Ferramentas;Entregue;
185;5;4;2024-07-25 10:35:00;2024-07-28;2024-08-02 10:35:00;MG;SP;Sudeste;517;0.99;20;19.29;Rodoviário;Alimentos;Entregue;Endereço difícil acesso
186;4;14;2024-07-12 09:44:00;2024-07-17;2024-07-17 09:44:00;AM;SP;Sudeste;1640;2.62;32.05;34.41;Rodoviário;Alimentos;Entregue;
187;6;3;2024-10-21 09:52:00;2024-10-25;2024-10-25 09:52:00;RJ;BA;Nordeste;1131;5.99;188.14;47.17;Rodoviário;Casa e Cozinha;Entregue;
188;3;14;2024-04-22 13:18:00;2024-04-25;2024-04-25 13:18:00;AM;PE;Nordeste;3327;0.79;77.28;152.36;Aéreo;Beleza;Entregue;
189;4;2;2024-01-21 14:31:00;2024-01-25;2024-01-25 14:31:00;SP;CE;Nordeste;1493;1.23;106.14;30.84;Rodoviário;Vestuário;Entregue;
190;4;11;2024-02-04 08:35:00;2024-02-06;2024-02-06 08:35:00;GO;DF;Centro-Oeste;215;0.35;124.04;17.09;Rodoviário;Beleza;Entregue;
191;3;12;2024-06-16 21:14:00;2024-06-17;2024-06-17 21:14:00;DF;SP;Sudeste;530;15.1;478.06;226.44;Aéreo;Ferramentas;Entregue;
192;7;3;2024-11-15 09:34:00;2024-11-20;2024-11-20 09:34:00;RJ;BA;Nordeste;1556;6.29;284.24;40.57;Rodoviário;Ferramentas;Entregue;
193;4;13;2024-03-24 22:49:00;2024-03-29;2024-03-30 22:49:00;PA;MG;Sudeste;1868;0.99;26.37;28.56;Rodoviário;Alimentos;Entregue;Falta de motorista
194;1;15;2024-07-13 09:27:00;2024-07-17;2024-07-17 09:27:00;MT;SP;Sudeste;1007;0.96;47.81;24.05;Rodoviário;Vestuário;Entregue;
195;5;9;2024-04-12 16:22:00;2024-04-17;2024-04-17 16:22:00;CE;SC;Sul;1661;18.67;367.19;91.7;Rodoviário;Ferramentas;Entregue;
196;4;2;2024-12-16 16:57:00;2024-12-19;2024-12-19 16:57:00;SP;PR;Sul;421;2.12;172.94;25.44;Rodoviário;Casa e Cozinha;Entregue;
197;1;4;2024-05-17 08:34:00;2024-05-22;2024-05-22 08:34:00;MG;BA;Nordeste;1543;11.64;403.06;58.91;Rodoviário;Ferramentas;Entregue;
198;2;1;2024-04-01 06:12:00;2024-04-06;2024-04-06 06:12:00;SP;PI;Nordeste;1588;1.33;92.38;28.79;Rodoviário;Beleza;Entregue;
199;1;6;2024-06-19 16:10:00;2024-06-23;2024-06-23 16:10:00;RS;BA;Nordeste;1423;5.27;223.05;37.16;Rodoviário;Autopeças;Entregue;
200;6;4;2024-09-20 14:58:00;2024-09-23;2024-09-25 14:58:00;MG;GO;Centro-Oeste;816;10.76;197.79;54.27;Rodoviário;Autopeças;Entregue;Cliente ausente
201;3;13;2024-01-10 22:56:00;2024-01-12;2024-01-12 22:56:00;PA;MT;Centro-Oeste;1863;2.44;38.78;113.96;Aéreo;Alimentos;Entregue;
202;1;1;2024-05-04 07:10:00;2024-05-09;2024-05-09 07:10:00;SP;CE;Nordeste;1528;0.78;90.85;31.16;Rodoviário;Beleza;Entregue;
203;2;13;2024-11-07 22:02:00;2024-11-14;2024-11-15 22:02:00;PA;RN;Nordeste;2962;1.74;308.03;49.09;Rodoviário;Esportes;Entregue;Bloqueio de estrada
204;2;5;2024-09-22 07:39:00;2024-09-25;2024-09-25 07:39:00;PR;MG;Sudeste;644;1.71;140.89;26.8;Rodoviário;Esportes;Entregue;
205;4;12;2024-10-04 13:19:00;2024-10-10;2024-10-10 13:19:00;DF;PA;Norte;2311;0.6;23.13;38.37;Rodoviário;Livros;Entregue;
206;5;1;2024-01-26 22:27:00;2024-01-28;2024-01-28 22:27:00;SP;SP;Sudeste;207;1.35;90.16;20.21;Rodoviário;Livros;Entregue;
207;4;15;2024-08-27 17:04:00;2024-09-02;2024-09-02 17:04:00;MT;PE;Nordeste;2494;1.73;33.44;33.37;Rodoviário;Brinquedos;Entregue;
208;4;1;2024-02-05 21:28:00;2024-02-08;2024-02-08 21:28:00;SP;ES;Sudeste;842;2.63;249.2;31.07;Rodoviário;Casa e Cozinha;Entregue;
209;1;1;2024-12-26 20:29:00;2024-12-31;2025-01-03 20:29:00;SP;CE;Nordeste;1520;1.85;81.24;31.71;Rodoviário;Alimentos;Entregue;Falta de motorista
210;4;12;2024-01-12 12:36:00;2024-01-17;2024-01-17 12:36:00;DF;PA;Norte;1797;28.13;209.62;124.62;Rodoviário;Eletrônicos;Entregue;
211;4;13;2024-09-04 10:30:00;2024-09-10;2024-09-10 10:30:00;PA;ES;Sudeste;2187;0.23;44.7;35.03;Rodoviário;Beleza;Entregue;
212;1;8;2024-04-03 09:49:00;2024-04-06;2024-04-06 09:49:00;PE;AL;Nordeste;394;1.96;303.2;20.53;Rodoviário;Esportes;Entregue;
213;1;2;2024-08-25 08:23:00;2024-08-27;2024-08-27 08:23:00;SP;SP;Sudeste;162;2.24;386.65;22.75;Rodoviário;Casa e Cozinha;Entregue;
214;4;7;2024-09-06 06:53:00;2024-09-10;2024-09-10 06:53:00;SC;PI;Nordeste;1388;0.39;30.85;24.45;Rodoviário;Livros;Entregue;
215;4;9;2024-08-28 16:51:00;2024-09-04;2024-09-04 16:51:00;CE;AM;Norte;3231;1.23;34.55;36.52;Rodoviário;Alimentos;Entregue;
216;5;2;2024-12-01 21:06:00;2024-12-03;2024-12-03 21:06:00;SP;SP;Sudeste;82;1.76;40.63;18.0;Rodoviário;Livros;Entregue;
217;4;7;2024-09-21 16:03:00;2024-09-25;2024-09-25 16:03:00;SC;BA;Nordeste;1172;7.99;441.43;56.93;Rodoviário;Eletrônicos;Entregue;
218;5;1;2024-05-08 13:58:00;2024-05-11;2024-05-11 13:58:00;SP;MG;Sudeste;626;6.52;94.74;44.72;Rodoviário;Eletrônicos;Entregue;
219;4;10;2024-07-09 06:45:00;2024-07-14;2024-07-14 06:45:00;BA;DF;Centro-Oeste;1592;2.62;251.9;39.88;Rodoviário;Casa e Cozinha;Entregue;
220;2;1;2024-11-04 10:11:00;2024-11-07;2024-11-07 10:11:00;SP;SC;Sul;544;10.3;116.58;62.53;Rodoviário;Eletrônicos;Entregue;
221;4;13;2024-01-14 21:56:00;2024-01-19;2024-01-19 21:56:00;PA;SP;Sudeste;1664;0.52;29.81;26.18;Rodoviário;Livros;Entregue;
222;4;4;2024-12-17 15:41:00;2024-12-20;2024-12-20 15:41:00;MG;SC;Sul;729;0.36;63.24;19.1;Rodoviário;Livros;Entregue;
223;7;1;2024-07-09 07:50:00;2024-07-12;2024-07-12 07:50:00;SP;PE;Nordeste;1559;3.06;57.4;74.65;Rodoaéreo;Casa e Cozinha;Entregue;
224;2;3;2024-05-29 11:26:00;2024-05-31;2024-05-31 11:26:00;RJ;MG;Sudeste;213;0.97;112.63;15.66;Rodoviário;Brinquedos;Entregue;
225;2;14;2024-12-06 22:34:00;2024-12-12;2024-12-12 22:34:00;AM;SC;Sul;2176;6.02;305.4;53.0;Rodoviário;Ferramentas;Entregue;
226;5;11;2024-08-11 14:35:00;2024-08-16;2024-08-22 14:35:00;GO;RN;Nordeste;2076;9.36;165.59;62.61;Rodoviário;Eletrônicos;Entregue;Endereço difícil acesso
227;2;12;2024-05-31 18:58:00;2024-06-04;2024-06-04 18:58:00;DF;ES;Sudeste;1163;13.39;70.21;66.33;Rodoviário;Autopeças;Entregue;
228;6;5;2024-09-10 14:16:00;2024-09-13;2024-09-13 14:16:00;PR;RJ;Sudeste;617;0.39;34.65;16.07;Rodoviário;Vestuário;Entregue;
229;1;8;2024-11-02 09:27:00;2024-11-05;2024-11-05 09:27:00;PE;BA;Nordeste;616;1.27;46.82;24.38;Rodoviário;Vestuário;Entregue;
230;6;3;2024-10-15 19:10:00;2024-10-18;2024-10-18 19:10:00;RJ;MG;Sudeste;335;11.04;139.01;46.53;Rodoviário;Ferramentas;Entregue;
231;4;8;2024-10-17 14:15:00;2024-10-22;2024-10-22 14:15:00;PE;SP;Sudeste;1656;12.71;82.53;68.02;Rodoviário;Ferramentas;Entregue;
232;5;7;2024-07-24 18:24:00;2024-07-27;2024-07-27 18:24:00;SC;RS;Sul;363;3.71;243.97;23.74;Rodoviário;Esportes;Entregue;
233;5;7;2024-02-09 07:06:00;2024-02-12;2024-02-12 07:06:00;SC;MG;Sudeste;819;7.99;277.92;48.99;Rodoviário;Ferramentas;Entregue;
234;4;4;2024-12-06 16:23:00;2024-12-07;2024-12-07 16:23:00;MG;SP;Sudeste;476;1.68;215.07;62.54;Aéreo;Casa e Cozinha;Entregue;
235;4;13;2024-05-29 18:41:00;2024-06-01;2024-06-01 18:41:00;PA;AL;Nordeste;2629;3.35;504.36;151.46;Aéreo;Autopeças;Entregue;
236;5;3;2024-06-24 19:16:00;2024-06-26;2024-06-26 19:16:00;RJ;MG;Sudeste;258;0.98;26.28;19.0;Rodoviário;Vestuário;Entregue;
237;2;3;2024-10-15 11:52:00;2024-10-19;2024-10-19 11:52:00;RJ;PE;Nordeste;1495;1.5;56.63;27.58;Rodoviário;Brinquedos;Entregue;
238;4;15;2024-04-02 06:36:00;2024-04-06;2024-04-06 06:36:00;MT;SC;Sul;1040;0.81;45.48;21.89;Rodoviário;Livros;Entregue;
239;6;6;2024-07-24 20:26:00;2024-07-29;2024-07-29 20:26:00;RS;MA;Nordeste;1761;5.81;116.92;54.78;Rodoviário;Ferramentas;Entregue;
240;7;2;2024-11-19 20:19:00;2024-11-22;2024-11-22 20:19:00;SP;MG;Sudeste;645;0.35;251.25;19.54;Rodoviário;Beleza;Entregue;
241;6;12;2024-01-13 10:51:00;2024-01-18;2024-01-18 10:51:00;DF;RO;Norte;1693;2.31;107.97;31.09;Rodoviário;Esportes;Entregue;
242;5;7;2024-12-23 15:06:00;2024-12-28;2024-12-31 15:06:00;SC;RO;Norte;1634;6.52;166.24;49.94;Rodoviário;Casa e Cozinha;Entregue;Volume acima da capacidade
243;4;4;2024-05-11 20:38:00;2024-05-16;2024-05-16 20:38:00;MG;AM;Norte;1720;1.53;35.95;35.35;Rodoviário;Casa e Cozinha;Entregue;
244;1;14;2024-09-27 11:43:00;2024-09-30;2024-09-30 11:43:00;AM;CE;Nordeste;3238;1.82;57.99;154.52;Aéreo;Alimentos;Entregue;
245;4;14;2024-02-29 20:18:00;2024-03-06;2024-03-06 20:18:00;AM;SP;Sudeste;2154;11.87;63.36;77.49;Rodoviário;Autopeças;Entregue;
246;4;15;2024-10-05 21:49:00;2024-10-08;2024-10-08 21:49:00;MT;SP;Sudeste;868;21.29;271.13;102.51;Rodoviário;Autopeças;Entregue;
247;1;12;2024-11-06 14:19:00;2024-11-09;2024-11-09 14:19:00;DF;SP;Sudeste;750;0.43;81.12;22.31;Rodoviário;Beleza;Entregue;
248;1;2;2024-06-14 08:03:00;2024-06-16;2024-06-16 08:03:00;SP;SP;Sudeste;125;1.25;135.89;34.89;Rodoaéreo;Brinquedos;Entregue;
249;5;7;2024-06-01 16:37:00;2024-06-05;2024-06-05 16:37:00;SC;PB;Nordeste;1462;1.23;368.92;24.25;Rodoviário;Brinquedos;Entregue;
250;4;11;2024-04-06 14:28:00;2024-04-10;2024-04-10 14:28:00;GO;RS;Sul;985;10.47;957.36;49.4;Rodoviário;Ferramentas;Entregue;
251;4;5;2024-11-14 11:20:00;2024-11-18;2024-11-18 11:20:00;PR;PE;Nordeste;1380;1.54;138.12;32.88;Rodoviário;Esportes;Entregue;
252;4;4;2024-07-15 19:02:00;2024-07-19;2024-07-19 19:02:00;MG;DF;Centro-Oeste;921;1.65;163.68;21.39;Rodoviário;Esportes;Entregue;
253;1;2;2024-08-16 10:15:00;2024-08-19;2024-08-19 10:15:00;SP;PR;Sul;401;12.91;693.47;63.61;Rodoviário;Ferramentas;Entregue;
254;7;1;2024-06-24 19:26:00;2024-06-29;2024-06-29 19:26:00;SP;PB;Nordeste;1695;6.61;435.35;55.16;Rodoviário;Autopeças;Entregue;
255;4;10;2024-04-11 14:48:00;2024-04-15;2024-04-15 14:48:00;BA;SP;Sudeste;933;5.64;149.01;39.04;Rodoviário;Ferramentas;Entregue;
256;4;14;2024-09-17 18:28:00;2024-09-22;2024-09-22 18:28:00;AM;SP;Sudeste;1782;9.28;194.56;68.88;Rodoviário;Autopeças;Entregue;
257;4;14;2024-07-31 19:50:00;2024-08-02;2024-08-02 19:50:00;AM;PR;Sul;2011;0.65;31.83;93.95;Aéreo;Livros;Entregue;
258;2;5;2024-04-05 08:56:00;2024-04-08;2024-04-08 08:56:00;PR;SP;Sudeste;455;1.95;79.38;19.41;Rodoviário;Esportes;Entregue;
259;1;2;2024-07-18 19:25:00;2024-07-21;2024-07-21 19:25:00;SP;MG;Sudeste;648;0.27;25.22;15.8;Rodoviário;Beleza;Entregue;
260;2;9;2024-12-18 18:40:00;2024-12-22;2024-12-22 18:40:00;CE;BA;Nordeste;941;0.38;69.01;21.97;Rodoviário;Beleza;Entregue;
261;4;11;2024-07-03 14:47:00;2024-07-09;2024-07-09 14:47:00;GO;PA;Norte;2200;2.92;44.1;34.55;Rodoviário;Brinquedos;Entregue;
262;6;1;2024-04-02 06:32:00;2024-04-04;2024-04-04 06:32:00;SP;SP;Sudeste;112;0.84;49.65;17.06;Rodoviário;Livros;Entregue;
263;2;13;2024-10-11 16:05:00;2024-10-15;2024-10-15 16:05:00;PA;AM;Norte;958;1.45;332.14;24.85;Rodoviário;Esportes;Entregue;
264;4;8;2024-05-30 17:36:00;2024-06-02;2024-06-02 17:36:00;PE;SE;Nordeste;783;8.2;139.66;54.38;Rodoviário;Ferramentas;Entregue;
265;1;5;2024-11-04 19:52:00;2024-11-08;2024-11-08 19:52:00;PR;RS;Sul;925;4.17;91.19;38.06;Rodoviário;Eletrônicos;Entregue;
266;4;9;2024-10-12 14:41:00;2024-10-16;2024-10-16 14:41:00;CE;BA;Nordeste;1133;0.99;75.33;24.09;Rodoviário;Beleza;Entregue;
267;4;3;2024-04-15 07:47:00;2024-04-19;2024-04-19 07:47:00;RJ;BA;Nordeste;1249;9.73;385.23;65.52;Rodoviário;Ferramentas;Entregue;
268;5;15;2024-01-22 13:27:00;2024-01-27;2024-01-27 13:27:00;MT;SE;Nordeste;1942;0.4;38.42;28.52;Rodoviário;Beleza;Entregue;
269;5;9;2024-09-29 14:02:00;2024-10-02;2024-10-02 14:02:00;CE;AM;Norte;3238;7.6;1023.85;182.95;Aéreo;Autopeças;Entregue;
270;7;8;2024-10-18 18:05:00;2024-10-23;2024-10-23 18:05:00;PE;RJ;Sudeste;1835;2.87;33.65;36.59;Rodoviário;Casa e Cozinha;Entregue;
271;4;9;2024-04-08 08:57:00;2024-04-11;2024-04-11 08:57:00;CE;BA;Nordeste;839;12.52;273.16;66.39;Rodoviário;Autopeças;Entregue;
272;4;1;2024-05-08 19:02:00;2024-05-11;2024-05-11 19:02:00;SP;PR;Sul;475;2.16;196.4;25.4;Rodoviário;Casa e Cozinha;Entregue;
273;4;5;2024-06-09 08:47:00;2024-06-11;2024-06-11 08:47:00;PR;SP;Sudeste;286;3.58;146.58;24.68;Rodoviário;Esportes;Entregue;
274;4;8;2024-10-25 20:42:00;2024-10-28;2024-10-30 20:42:00;PE;BA;Nordeste;729;14.28;192.79;64.86;Rodoviário;Casa e Cozinha;Entregue;Endereço difícil acesso
275;4;7;2024-03-18 16:19:00;2024-03-20;2024-03-20 16:19:00;SC;GO;Centro-Oeste;795;3.54;54.07;102.62;Aéreo;Eletrônicos;Entregue;
276;4;13;2024-12-14 14:25:00;2024-12-21;2024-12-21 14:25:00;PA;MA;Nordeste;2787;3.88;161.06;55.89;Rodoviário;Ferramentas;Entregue;
277;4;12;2024-09-15 22:56:00;2024-09-17;2024-09-17 22:56:00;DF;MG;Sudeste;791;0.58;35.74;75.22;Aéreo;Beleza;Entregue;
278;1;11;2024-02-09 21:34:00;2024-02-14;2024-02-14 21:34:00;GO;CE;Nordeste;1703;0.7;190.36;26.72;Rodoviário;Beleza;Entregue;
279;4;4;2024-09-10 06:17:00;2024-09-15;2024-09-17 06:17:00;MG;PA;Norte;2001;0.66;96.94;31.23;Rodoviário;Vestuário;Entregue;Falha na roteirização
280;4;7;2024-07-15 09:35:00;2024-07-18;2024-07-18 09:35:00;SC;SP;Sudeste;417;1.23;117.36;17.34;Rodoviário;Brinquedos;Entregue;
281;2;11;2024-06-17 07:09:00;2024-06-22;2024-06-22 07:09:00;GO;BA;Nordeste;1606;6.82;68.36;57.37;Rodoviário;Casa e Cozinha;Entregue;
282;4;6;2024-03-12 06:09:00;2024-03-15;2024-03-15 06:09:00;RS;SP;Sudeste;699;3.9;196.21;36.85;Rodoviário;Esportes;Entregue;
283;4;5;2024-02-27 11:03:00;2024-03-03;2024-03-03 11:03:00;PR;PE;Nordeste;1730;1.24;130.29;31.41;Rodoviário;Brinquedos;Entregue;
284;4;2;2024-05-06 13:08:00;2024-05-07;2024-05-07 13:08:00;SP;GO;Centro-Oeste;606;16.22;338.3;278.11;Aéreo;Eletrônicos;Entregue;
285;3;4;2024-01-20 22:59:00;2024-01-22;2024-01-22 22:59:00;MG;MA;Nordeste;1823;2.08;177.48;108.27;Aéreo;Esportes;Entregue;
286;7;6;2024-04-28 07:16:00;2024-05-03;2024-05-06 07:16:00;RS;PA;Norte;1799;2.75;198.09;41.42;Rodoviário;Esportes;Entregue;Cliente ausente
287;4;12;2024-10-21 16:07:00;2024-10-24;2024-10-24 16:07:00;DF;SP;Sudeste;626;3.6;53.06;28.69;Rodoviário;Ferramentas;Entregue;
288;1;9;2024-04-24 16:27:00;2024-04-28;2024-05-02 16:27:00;CE;SP;Sudeste;1370;0.66;116.69;23.27;Rodoviário;Vestuário;Entregue;Endereço difícil acesso
289;4;5;2024-08-17 20:32:00;2024-08-20;2024-08-20 20:32:00;PR;MG;Sudeste;690;6.73;317.53;42.17;Rodoviário;Casa e Cozinha;Entregue;
290;4;11;2024-05-02 21:46:00;2024-05-06;2024-05-06 21:46:00;GO;SC;Sul;917;0.78;78.77;19.71;Rodoviário;Livros;Entregue;
291;1;5;2024-08-04 13:49:00;2024-08-07;2024-08-07 13:49:00;PR;SC;Sul;382;0.79;20;21.16;Rodoviário;Beleza;Entregue;
292;1;14;2024-08-20 14:32:00;2024-08-25;2024-08-25 14:32:00;AM;SP;Sudeste;1986;0.39;20;33.71;Rodoviário;Livros;Entregue;
293;4;4;2024-10-18 12:38:00;2024-10-22;2024-10-22 12:38:00;MG;BA;Nordeste;1348;1.59;274.98;32.2;Rodoviário;Casa e Cozinha;Entregue;
294;4;11;2024-11-23 18:40:00;2024-11-26;2024-11-30 18:40:00;GO;SP;Sudeste;619;4.95;68.62;34.95;Rodoviário;Eletrônicos;Entregue;Falta de motorista
295;5;11;2024-12-04 13:45:00;2024-12-07;2024-12-07 13:45:00;GO;PR;Sul;807;10.63;330.18;65.75;Rodoviário;Autopeças;Entregue;
296;1;12;2024-01-20 22:30:00;2024-01-25;2024-01-25 22:30:00;DF;MA;Nordeste;1778;0.47;110.95;24.85;Rodoviário;Vestuário;Entregue;
297;7;3;2024-04-04 13:20:00;2024-04-07;2024-04-07 13:20:00;RJ;SP;Sudeste;537;0.75;114.22;22.27;Rodoviário;Vestuário;Entregue;
298;2;11;2024-01-09 15:14:00;2024-01-12;2024-01-12 15:14:00;GO;SP;Sudeste;536;0.44;317.96;18.61;Rodoviário;Brinquedos;Entregue;
299;5;13;2024-11-09 21:06:00;2024-11-16;2024-11-22 21:06:00;PA;CE;Nordeste;2851;17.52;49.81;103.87;Rodoviário;Ferramentas;Entregue;Volume acima da capacidade
300;4;13;2024-11-03 06:35:00;2024-11-05;2024-11-05 06:35:00;PA;PA;Norte;256;1.08;303.9;17.6;Rodoviário;Vestuário;Entregue;
301;4;4;2024-12-23 22:46:00;2024-12-26;2024-12-26 22:46:00;MG;PR;Sul;592;0.39;112.8;16.27;Rodoviário;Vestuário;Entregue;
302;2;13;2024-12-03 08:49:00;2024-12-11;2024-12-11 08:49:00;PA;MA;Nordeste;3418;0.46;28.7;46.85;Rodoviário;Livros;Entregue;
303;4;8;2024-11-14 11:44:00;2024-11-19;2024-11-19 11:44:00;PE;RJ;Sudeste;1565;2.46;300.55;35.94;Rodoviário;Brinquedos;Entregue;
304;1;12;2024-11-19 13:54:00;2024-11-22;2024-11-22 13:54:00;DF;SP;Sudeste;685;2.44;130.09;26.47;Rodoviário;Esportes;Entregue;
305;7;4;2024-05-02 08:32:00;2024-05-07;2024-05-07 08:32:00;MG;PE;Nordeste;1890;1.48;148.42;30.14;Rodoviário;Brinquedos;Entregue;
306;4;4;2024-07-25 13:31:00;2024-07-28;;MG;SP;Sudeste;626;7.06;76.05;36.14;Rodoviário;Ferramentas;Extraviado;Perdido em trânsito
307;1;4;2024-01-30 07:16:00;2024-02-04;2024-02-04 07:16:00;MG;PA;Norte;1890;1.27;324.62;33.88;Rodoviário;Vestuário;Entregue;
308;1;10;2024-08-10 11:26:00;2024-08-12;2024-08-12 11:26:00;BA;BA;Nordeste;273;0.96;98.63;16.82;Rodoviário;Brinquedos;Entregue;
309;1;12;2024-11-21 19:34:00;2024-11-25;2024-11-25 19:34:00;DF;SE;Nordeste;1416;0.3;20;24.67;Rodoviário;Beleza;Entregue;
310;2;11;2024-10-09 10:01:00;2024-10-12;2024-10-12 10:01:00;GO;MG;Sudeste;693;0.96;367.06;23.56;Rodoviário;Vestuário;Entregue;
311;4;9;2024-05-30 12:21:00;2024-06-02;2024-06-02 12:21:00;CE;PR;Sul;1848;2.09;194.72;57.54;Rodoaéreo;Esportes;Entregue;
312;4;7;2024-10-30 19:13:00;2024-11-02;2024-11-02 19:13:00;SC;RJ;Sudeste;730;30.42;113.17;134.96;Rodoviário;Autopeças;Entregue;
313;1;5;2024-05-26 07:10:00;2024-05-29;2024-05-29 07:10:00;PR;SP;Sudeste;485;3.49;177.85;30.98;Rodoviário;Esportes;Entregue;
314;1;9;2024-10-13 11:33:00;2024-10-20;2024-10-20 11:33:00;CE;PA;Norte;2956;1.67;41.73;38.17;Rodoviário;Alimentos;Entregue;
315;4;6;2024-08-16 11:31:00;2024-08-21;2024-08-21 11:31:00;RS;PA;Norte;2099;0.13;118.14;30.88;Rodoviário;Livros;Entregue;
316;2;3;2024-07-02 18:42:00;2024-07-05;2024-07-05 18:42:00;RJ;SC;Sul;632;1.71;65.02;26.11;Rodoviário;Esportes;Entregue;
317;4;5;2024-01-15 14:26:00;2024-01-18;2024-01-18 14:26:00;PR;SC;Sul;448;1.27;20;22.78;Rodoviário;Livros;Entregue;
318;4;10;2024-10-08 12:51:00;2024-10-14;2024-10-18 12:51:00;BA;PA;Norte;2478;7.93;73.37;59.48;Rodoviário;Ferramentas;Entregue;Restrição de tráfego
319;5;9;2024-05-29 13:08:00;2024-06-05;2024-06-05 13:08:00;CE;PA;Norte;3188;0.9;75.97;42.41;Rodoviário;Brinquedos;Entregue;
320;1;14;2024-09-29 16:05:00;2024-10-05;2024-10-05 16:05:00;AM;SP;Sudeste;2300;3.41;68.1;44.8;Rodoviário;Alimentos;Entregue;
321;4;12;2024-02-29 11:42:00;2024-03-06;2024-03-06 11:42:00;DF;PE;Nordeste;2116;7.26;333.77;48.68;Rodoviário;Autopeças;Entregue;
